Model,Location,Year,Km,FuelType,Transmission,Owner,Efficiency,Engine_cc,Power_bhp,Seats,Price_US_Dollars
Volkswagen Polo 1.5 TDI Highline,Kolkata,2016,"22,000",Diesel,Manual,First,20.14,1400,88.00,5,"$8,831 "
Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,2017,"22,000",Gasoline,Manual,First,18.88,1000,123.24,5,"$11,021 "
Maruti Swift Dzire VDI,Hyderabad,2017,"22,000",Diesel,Manual,First,26.59,1200,74.00,5,"$11,161 "
Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2016,"22,000",Diesel,Manual,First,24.30,1200,88.50,5,"$11,582 "
BMW X1 sDrive20d,Kolkata,2012,"22,000",Diesel,Automatic,First,17.05,2000,184.00,5,"$16,145 "
Mercedes-Benz New C-Class 220 CDI AT,Kolkata,2012,"22,000",Diesel,Automatic,First,14.84,2200,170.00,5,"$19,655 "
Hyundai Elantra CRDi SX AT,Ahmedabad,2016,"22,000",Diesel,Automatic,First,19.50,1600,126.24,5,"$22,462 "
Mahindra XUV500 W10 AWD,Jaipur,2017,"22,000",Diesel,Manual,First,16.00,2200,140.00,7,"$22,462 "
Toyota Innova Crysta 2.4 GX MT 8S,Mumbai,2017,"22,000",Diesel,Manual,First,13.68,2400,147.80,8,"$23,164 "
Audi A3 35 TDI Technology,Delhi,2017,"22,000",Diesel,Automatic,Second,20.38,2000,143.00,5,"$31,588 "
Land Rover Discovery Sport TD4 S,Delhi,2017,"22,000",Diesel,Automatic,First,12.83,2200,147.50,5,"$49,137 "
Audi A6 35 TFSI Matrix,Delhi,2018,"22,000",Gasoline,Automatic,First,15.26,1800,187.74,5,"$58,262 "
Maruti Wagon R LXI CNG,Mumbai,2015,"22,001",CNG,Manual,First,26.60,1000,58.16,5,"$5,124 "
Mahindra KUV 100 mFALCON D75 K8 Dual Tone,Coimbatore,2017,"22,033",Diesel,Manual,First,25.32,1200,77.00,6,"$7,834 "
Audi Q3 30 TDI Premium FWD,Coimbatore,2018,"22,060",Diesel,Automatic,First,18.51,2000,147.51,5,"$45,950 "
Maruti 800 AC Uniq,Jaipur,2009,"22,100",Gasoline,Manual,Second,16.10,800,37.00,4,"$1,123 "
Honda Brio S MT,Mumbai,2014,"22,100",Gasoline,Manual,First,19.40,1200,86.80,5,"$4,984 "
Hyundai Grand i10 Magna,Delhi,2016,"22,129",Gasoline,Manual,First,18.90,1200,82.00,5,"$5,967 "
Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,"22,251",Diesel,Manual,First,18.49,1400,100.00,7,"$12,284 "
Maruti Ertiga ZDI,Delhi,2014,"22,281",Diesel,Manual,First,20.77,1200,88.80,7,"$9,125 "
Honda City i-VTEC CVT V,Kochi,2019,"22,321",Gasoline,Automatic,First,18.00,1400,117.30,5,"$16,370 "
Tata Tigor 1.2 Revotron XT,Mumbai,2018,"22,345",Gasoline,Manual,First,20.30,1200,84.00,5,"$6,949 "
Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2017,"22,389",Gasoline,Manual,First,17.00,1200,73.75,5,"$10,150 "
Mercedes-Benz GLC 43 AMG Coupe,Coimbatore,2018,"22,397",Gasoline,Automatic,First,11.50,3000,367.00,5,"$99,663 "
Volkswagen Ameo 1.5 TDI Highline AT,Coimbatore,2017,"22,440",Diesel,Automatic,First,22.00,1400,108.50,5,"$12,481 "
Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,"22,500",Gasoline,Manual,First,18.90,1200,81.86,5,"$8,409 "
Hyundai Grand i10 AT Asta,Coimbatore,2017,"22,526",Gasoline,Automatic,First,18.90,1200,82.00,5,"$10,670 "
Hyundai i20 1.2 Spotz,Coimbatore,2018,"22,684",Gasoline,Manual,First,18.60,1200,81.83,5,"$10,950 "
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,"22,695",Gasoline,Manual,First,18.88,1000,123.24,5,"$11,933 "
Honda Jazz 1.2 SV i VTEC,Pune,2016,"22,700",Gasoline,Manual,First,18.70,1200,88.70,5,"$7,792 "
Mercedes-Benz SLK-Class SLK 350,Coimbatore,2016,"22,732",Gasoline,Automatic,First,18.10,3000,306.00,2,"$77,973 "
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,"22,734",Gasoline,Manual,First,16.47,1200,74.00,5,"$10,571 "
Maruti Ritz ZXi,Coimbatore,2016,"22,767",Gasoline,Manual,First,18.50,1200,85.80,5,"$8,620 "
Hyundai Grand i10 Sportz,Coimbatore,2017,"22,831",Gasoline,Manual,First,18.90,1200,82.00,5,"$8,690 "
Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,"22,857",Gasoline,Manual,First,16.20,1200,74.00,5,"$9,687 "
Maruti Eeco Smiles 5 Seater AC,Coimbatore,2017,"22,874",Gasoline,Manual,First,15.10,1200,73.00,5,"$6,233 "
Maruti Baleno Zeta 1.2,Delhi,2018,"22,900",Gasoline,Manual,First,21.40,1200,83.10,5,"$9,827 "
Honda City i-VTEC CVT VX,Kochi,2018,"22,974",Gasoline,Automatic,First,18.00,1400,117.30,5,"$16,805 "
Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyderabad,2016,"22,982",Gasoline,Automatic,First,13.00,1600,121.30,5,"$15,373 "
Maruti Omni MPI CARGO BSIV,Kolkata,2015,"23,000",Gasoline,Manual,First,16.80,800,34.20,5,"$2,106 "
Maruti Zen Estilo 1.1 LX BSIII,Mumbai,2010,"23,000",Gasoline,Manual,First,18.20,1000,64.00,5,"$2,667 "
Honda Mobilio E i VTEC,Kolkata,2014,"23,000",Gasoline,Manual,First,17.30,1400,117.30,7,"$5,967 "
Hyundai Grand i10 Sportz,Jaipur,2017,"23,000",Gasoline,Manual,First,18.90,1200,82.00,5,"$6,318 "
Hyundai Xcent 1.2 Kappa Base,Ahmedabad,2015,"23,000",Gasoline,Manual,First,19.10,1200,82.00,5,"$6,879 "
Skoda Rapid 1.5 TDI Elegance,Mumbai,2013,"23,000",Diesel,Manual,First,21.14,1400,103.52,5,"$6,949 "
Honda Jazz 1.2 SV i VTEC,Bangalore,2015,"23,000",Gasoline,Manual,First,18.70,1200,88.70,5,"$7,862 "
Maruti Swift VDI BSIV,Chennai,2015,"23,000",Diesel,Manual,First,25.20,1200,74.00,5,"$9,125 "
Ford EcoSport 1.5 Ti VCT AT Titanium,Mumbai,2015,"23,000",Gasoline,Automatic,First,15.63,1400,110.40,5,"$9,547 "
Honda Mobilio RS i DTEC,Chennai,2014,"23,000",Diesel,Manual,First,24.50,1400,98.60,7,"$9,687 "
Honda City i VTEC V,Chennai,2015,"23,000",Gasoline,Manual,First,17.40,1400,117.30,5,"$9,827 "
Maruti Swift Dzire VDI Optional,Pune,2016,"23,000",Diesel,Manual,First,26.59,1200,74.00,5,"$9,898 "
Mahindra XUV500 AT W10 FWD,Mumbai,2017,"23,000",Diesel,Automatic,First,16.00,2200,140.00,7,"$21,760 "
Skoda Octavia Elegance 2.0 TDI AT,Mumbai,2015,"23,000",Diesel,Automatic,First,19.30,2000,141.00,5,"$22,111 "
BMW 3 Series 320d Sport Line,Mumbai,2014,"23,000",Diesel,Automatic,First,18.88,2000,184.00,5,"$27,938 "
Mercedes-Benz GLA Class 200 Sport Edition,Delhi,2016,"23,000",Gasoline,Automatic,First,13.70,2000,183.00,5,"$35,098 "
BMW X1 xDrive 20d xLine,Delhi,2017,"23,000",Diesel,Automatic,First,20.68,2000,190.00,5,"$40,362 "
Audi RS5 Coupe,Mumbai,2013,"23,000",Gasoline,Automatic,First,11.05,2800,444.00,4,"$51,944 "
Volkswagen Vento 2013-2015 1.6 Comfortline,Mumbai,2015,"23,001",Gasoline,Manual,First,15.04,1600,103.20,5,"$7,707 "
Mercedes-Benz CLA 200 CDI Style,Coimbatore,2017,"23,106",Diesel,Automatic,First,17.90,2200,136.00,5,"$38,509 "
Ford Figo Petrol ZXI,Mumbai,2012,"23,152",Gasoline,Manual,First,15.60,1200,70.02,5,"$3,355 "
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,"23,152",Diesel,Automatic,First,19.27,2200,167.62,5,"$55,061 "
Ford Ecosport Signature Edition Diesel,Coimbatore,2019,"23,154",Diesel,Manual,First,23.00,1400,98.96,5,"$16,355 "
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,"23,163",Gasoline,Manual,First,15.29,1600,121.30,5,"$16,889 "
Mercedes-Benz M-Class ML 250 CDI,Coimbatore,2016,"23,218",Diesel,Automatic,First,15.26,2200,203.20,5,"$64,032 "
Tata Indigo GLE,Hyderabad,2017,"23,228",Gasoline,Manual,First,14.40,1400,65.00,5,"$6,318 "
Toyota Camry Hybrid 2.5,Coimbatore,2017,"23,249",Gasoline,Automatic,First,19.16,2400,175.67,5,"$36,656 "
Honda Jazz 1.2 VX i VTEC,Chennai,2016,"23,280",Gasoline,Manual,First,18.70,1200,88.70,5,"$9,125 "
Audi RS5 Coupe,Mumbai,2013,"23,312",Gasoline,Automatic,First,11.05,2800,444.00,4,"$56,858 "
Hyundai EON Sportz,Jaipur,2017,"23,360",Gasoline,Manual,First,21.10,800,55.20,5,"$5,265 "
Tata Zest Revotron 1.2T XMS,Pune,2014,"23,500",Gasoline,Manual,Second,17.57,1200,88.70,5,"$5,475 "
Hyundai Grand i10 Sportz,Coimbatore,2017,"23,540",Gasoline,Manual,First,18.90,1200,82.00,5,"$8,451 "
Mercedes-Benz New C-Class C 220 CDI Style,Coimbatore,2017,"23,550",Diesel,Automatic,First,19.27,2200,167.62,5,"$47,255 "
Maruti Swift VXI,Mumbai,2016,"23,555",Gasoline,Manual,First,22.00,1200,81.80,5,"$7,160 "
Hyundai Grand i10 AT Asta,Coimbatore,2017,"23,576",Gasoline,Automatic,First,18.90,1200,82.00,5,"$9,940 "
Maruti Ritz VDi,Pune,2012,"23,598",Diesel,Manual,First,23.20,1200,73.94,5,"$4,942 "
Volkswagen Vento IPL II Petrol Highline AT,Pune,2013,"23,627",Gasoline,Automatic,First,14.80,1600,105.00,5,"$6,669 "
Maruti Ertiga VXI CNG,Mumbai,2017,"23,700",CNG,Manual,First,17.50,1400,80.46,7,"$11,582 "
Maruti Baleno Sigma 1.2,Kochi,2018,"23,714",Gasoline,Manual,First,21.40,1200,83.10,5,"$9,224 "
BMW 3 Series 320d M Sport,Kochi,2017,"23,806",Diesel,Automatic,First,22.69,2000,190.00,5,"$47,255 "
Maruti Wagon R Stingray VXI,Kolkata,2014,"23,840",Gasoline,Manual,First,20.51,1000,67.04,5,"$4,212 "
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,"23,875",Gasoline,Automatic,First,13.00,1600,121.30,5,"$20,160 "
Maruti Alto K10 VXI,Kochi,2015,"23,876",Gasoline,Manual,First,24.07,1000,67.10,5,"$4,858 "
Honda City i VTEC VX Option,Coimbatore,2019,"23,882",Gasoline,Manual,First,17.40,1400,117.30,5,"$16,664 "
Ford Figo 2015-2019 1.2P Titanium MT,Kochi,2017,"23,977",Gasoline,Manual,First,18.16,1200,86.80,5,"$7,553 "
Maruti Ciaz 1.3 S,Bangalore,2016,"23,988",Diesel,Manual,First,28.09,1200,88.50,5,"$10,880 "
Maruti Alto 800 2016-2019 LXI,Mumbai,2016,"24,000",Gasoline,Manual,First,24.70,800,47.30,5,"$3,931 "
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,"24,000",Gasoline,Manual,First,16.47,1200,73.90,5,"$4,142 "
Renault KWID RXT,Mumbai,2016,"24,000",Gasoline,Manual,First,25.17,800,53.30,5,"$4,352 "
Renault KWID RXT,Mumbai,2017,"24,000",Gasoline,Manual,First,25.17,800,53.30,5,"$4,914 "
Nissan Micra Active XV,Pune,2018,"24,000",Gasoline,Manual,First,19.69,1200,67.04,5,"$5,616 "
Hyundai i20 Asta,Chennai,2011,"24,000",Gasoline,Manual,First,17.00,1200,80.00,5,"$5,967 "
Maruti Swift VDI BSIV,Delhi,2014,"24,000",Diesel,Manual,First,25.20,1200,74.00,5,"$7,314 "
Hyundai Verna 1.6 VTVT EX AT,Mumbai,2013,"24,000",Gasoline,Automatic,First,17.01,1600,121.40,5,"$8,353 "
Hyundai Verna 1.6 VTVT,Kolkata,2012,"24,000",Gasoline,Manual,Second,17.01,1600,121.30,5,"$8,704 "
Maruti Dzire ZDI Plus,Jaipur,2017,"24,000",Diesel,Manual,First,28.40,1200,73.75,5,"$11,512 "
Maruti Baleno Alpha Diesel,Hyderabad,2017,"24,000",Diesel,Manual,First,27.39,1200,74.00,5,"$11,793 "
Skoda Rapid 1.6 MPI AT Style Plus,Mumbai,2017,"24,000",Gasoline,Automatic,First,14.30,1600,103.52,5,"$12,284 "
BMW 5 Series 530i Sedan,Kolkata,2010,"24,000",Gasoline,Automatic,First,10.60,3000,258.00,5,"$12,284 "
Honda CR-V 2.0L 2WD MT,Mumbai,2014,"24,000",Gasoline,Manual,First,13.70,2000,153.86,5,"$16,159 "
Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,2014,"24,000",Diesel,Automatic,First,17.11,2000,174.33,5,"$35,098 "
BMW 3 Series 320d Sport Line,Pune,2018,"24,000",Diesel,Automatic,First,18.88,2000,184.00,5,"$39,309 "
Land Rover Range Rover Evoque 2.0 TD4 Pure,Delhi,2015,"24,000",Diesel,Automatic,Second,15.68,2000,177.00,5,"$47,031 "
Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2017,"24,000",Diesel,Automatic,First,17.90,2200,170.00,5,"$65,913 "
Hyundai i20 Sportz 1.2,Mumbai,2016,"24,001",Gasoline,Manual,First,18.60,1200,81.83,5,"$8,072 "
Maruti Swift VXI Optional,Ahmedabad,2017,"24,005",Gasoline,Manual,First,20.40,1200,81.80,5,"$8,704 "
Land Rover Discovery Sport TD4 HSE 7S,Coimbatore,2019,"24,013",Diesel,Automatic,First,12.81,2000,148.31,7,"$78,815 "
Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,"24,025",Gasoline,Manual,First,18.15,1200,82.00,6,"$5,756 "
Maruti Alto 800 2016-2019 LXI,Kolkata,2013,"24,027",Gasoline,Manual,First,24.70,800,47.30,5,"$2,822 "
Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2017,"24,153",Diesel,Manual,Second,22.54,1400,88.73,5,"$12,888 "
Renault KWID RXL,Kochi,2017,"24,214",Gasoline,Manual,Second,25.17,800,53.30,5,"$4,858 "
Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,"24,237",Gasoline,Manual,First,18.16,1200,86.80,5,"$9,406 "
Maruti Swift Dzire LXI,Delhi,2015,"24,296",Gasoline,Manual,First,20.85,1200,83.14,5,"$6,528 "
Maruti Alto 800 VXI,Kolkata,2016,"24,300",Gasoline,Manual,First,22.74,800,47.30,5,"$3,426 "
Maruti Celerio VXI AT,Hyderabad,2014,"24,300",Gasoline,Automatic,First,23.10,1000,67.04,5,"$6,388 "
Maruti Alto 800 2016-2019 CNG LXI,Kochi,2017,"24,310",CNG,Manual,First,33.44,800,40.30,4,"$5,194 "
Honda City i DTec E,Coimbatore,2016,"24,337",Diesel,Manual,First,26.00,1400,98.60,5,"$11,484 "
Hyundai Creta 1.6 SX Option,Delhi,2016,"24,347",Gasoline,Manual,First,15.80,1600,121.30,5,"$15,443 "
Hyundai i10 Sportz 1.1L,Kolkata,2015,"24,350",Gasoline,Manual,Second,19.81,1000,68.05,5,"$4,212 "
Toyota Innova Crysta 2.4 VX MT,Hyderabad,2017,"24,393",Diesel,Manual,First,13.68,2400,147.80,7,"$28,640 "
Honda City i VTEC V,Jaipur,2015,"24,398",Gasoline,Manual,First,17.80,1400,117.30,5,"$11,091 "
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,"24,465",Diesel,Automatic,First,19.27,2200,167.62,5,"$55,384 "
Mahindra XUV500 AT W10 FWD,Coimbatore,2018,"24,500",Diesel,Automatic,First,16.00,2200,140.00,7,"$23,192 "
Mahindra XUV500 W10 1.99 mHawk,Delhi,2016,"24,569",Diesel,Manual,First,16.00,2000,140.00,7,"$18,953 "
Maruti Omni 8 Seater BSIV,Hyderabad,2017,"24,571",Gasoline,Manual,First,14.00,800,35.00,5,"$4,071 "
Maruti Alto 800 LXI,Hyderabad,2015,"24,617",Gasoline,Manual,First,22.74,800,47.30,5,"$3,313 "
Honda Jazz 1.2 VX i VTEC,Kochi,2017,"24,700",Gasoline,Manual,First,18.70,1200,88.70,5,"$9,926 "
Mercedes-Benz CLA 200 Sport Edition,Kochi,2017,"24,733",Gasoline,Automatic,First,15.04,2000,183.00,5,"$38,116 "
Chevrolet Beat LT,Coimbatore,2012,"24,735",Gasoline,Manual,Second,18.60,1200,79.40,5,"$4,029 "
Maruti Baleno Alpha,Kochi,2017,"24,773",Gasoline,Manual,First,21.40,1200,83.10,5,"$10,529 "
Maruti Swift Dzire ZXI,Kochi,2015,"24,782",Gasoline,Manual,First,20.85,1200,83.14,5,"$8,718 "
Mahindra KUV 100 mFALCON G80 K2,Coimbatore,2017,"24,806",Gasoline,Manual,First,18.15,1200,82.00,6,"$7,862 "
Maruti Swift Dzire AMT ZDI,Coimbatore,2017,"24,852",Diesel,Automatic,First,26.59,1200,74.00,5,"$11,344 "
Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2019,"24,864",Diesel,Manual,First,20.50,1600,126.20,5,"$22,841 "
Tata Nano XTA,Coimbatore,2016,"24,941",Gasoline,Automatic,First,21.90,600,37.48,4,"$4,478 "
Renault Captur 1.5 Diesel RXL,Coimbatore,2019,"24,950",Diesel,Manual,First,20.37,1400,108.45,5,"$18,770 "
Hyundai i20 Asta Option 1.2,Coimbatore,2016,"24,973",Gasoline,Manual,First,18.60,1200,81.83,5,"$10,754 "
Fiat Grande Punto 1.2 Dynamic,Kolkata,2011,"25,000",Gasoline,Manual,Second,15.70,1200,67.00,5,"$1,755 "
Chevrolet Beat LS,Kolkata,2013,"25,000",Gasoline,Manual,First,18.60,1200,79.40,5,"$2,457 "
Hyundai i10 Sportz,Kolkata,2013,"25,000",Gasoline,Manual,First,20.36,1200,78.90,5,"$3,720 "
Maruti Alto 800 LXI,Jaipur,2015,"25,000",Gasoline,Manual,First,22.74,800,47.30,5,"$3,861 "
Maruti Wagon R LXI Optional,Kolkata,2014,"25,000",Gasoline,Manual,First,20.51,1000,67.04,5,"$3,861 "
Honda Brio S Option MT,Mumbai,2012,"25,000",Gasoline,Manual,First,18.40,1200,86.80,5,"$3,861 "
Renault KWID RXT,Kolkata,2017,"25,000",Gasoline,Manual,First,25.17,800,53.30,5,"$4,198 "
Maruti Alto K10 VXI AGS,Chennai,2015,"25,000",Gasoline,Automatic,First,24.07,1000,67.10,5,"$4,914 "
Maruti Ritz VXi,Pune,2014,"25,000",Gasoline,Manual,Second,18.50,1200,85.80,5,"$4,914 "
Renault KWID RXT,Hyderabad,2016,"25,000",Gasoline,Manual,First,25.17,800,53.30,5,"$5,335 "
Maruti Swift VDI,Kolkata,2014,"25,000",Diesel,Manual,First,22.90,1200,74.00,5,"$5,545 "
Honda Mobilio S i VTEC,Mumbai,2015,"25,000",Gasoline,Manual,Second,17.30,1400,117.30,7,"$5,967 "
Hyundai Grand i10 Asta Option,Pune,2016,"25,000",Gasoline,Manual,First,18.90,1200,82.00,5,"$7,020 "
Maruti Ertiga ZXI,Mumbai,2012,"25,000",Gasoline,Manual,Second,17.50,1400,91.10,7,"$7,230 "
Maruti Ertiga VXI,Ahmedabad,2012,"25,000",Gasoline,Manual,First,16.02,1400,93.70,7,"$7,511 "
Hyundai Grand i10 Asta,Chennai,2015,"25,000",Gasoline,Manual,First,18.90,1200,82.00,5,"$7,721 "
Hyundai i20 Asta Option 1.2,Mumbai,2015,"25,000",Gasoline,Manual,First,18.60,1200,81.83,5,"$7,932 "
Maruti Swift DDiS VDI,Jaipur,2017,"25,000",Diesel,Manual,First,28.40,1200,74.00,5,"$8,409 "
Honda City i DTEC SV,Mumbai,2014,"25,000",Diesel,Manual,First,26.00,1400,98.60,5,"$8,634 "
Renault Lodgy 110PS RxZ 8 Seater,Mumbai,2015,"25,000",Diesel,Manual,First,19.98,1400,108.50,8,"$9,476 "
Volkswagen Polo 1.5 TDI Highline,Chennai,2017,"25,000",Diesel,Manual,First,20.14,1400,88.00,5,"$9,687 "
Volkswagen Polo GT TSI,Mumbai,2017,"25,000",Gasoline,Automatic,First,17.21,1200,103.50,5,"$10,880 "
ISUZU D-MAX V-Cross 4X4,Jaipur,2017,"25,000",Diesel,Manual,First,12.40,2400,134.00,5,"$11,231 "
Maruti Ciaz VDi Plus SHVS,Delhi,2017,"25,000",Diesel,Manual,First,28.09,1200,88.50,5,"$11,652 "
Hyundai Verna 1.6 CRDi SX,Kolkata,2017,"25,000",Diesel,Manual,First,23.90,1600,126.20,5,"$12,144 "
Maruti Grand Vitara 2.4 MT,Mumbai,2017,"25,000",Gasoline,Manual,First,10.40,2400,163.50,5,"$12,635 "
Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2016,"25,000",Diesel,Automatic,First,21.50,1400,108.50,5,"$13,267 "
Honda City i VTEC CVT VX,Mumbai,2016,"25,000",Gasoline,Automatic,First,18.00,1400,117.30,5,"$13,267 "
Hyundai Creta 1.6 SX Plus Petrol Automatic,Ahmedabad,2017,"25,000",Gasoline,Automatic,First,13.00,1600,121.30,5,"$17,900 "
Mercedes-Benz New C-Class C 200 AVANTGARDE,Mumbai,2013,"25,000",Gasoline,Automatic,First,14.74,2000,181.04,5,"$20,848 "
BMW 3 Series 320d,Mumbai,2013,"25,000",Diesel,Automatic,First,22.69,2000,190.00,5,"$25,256 "
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2013,"25,000",Diesel,Automatic,Second,14.84,2200,167.62,5,"$29,482 "
Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance,Bangalore,2011,"25,000",Gasoline,Automatic,Second,12.30,1800,185.00,5,"$30,886 "
Toyota Camry Hybrid,Delhi,2015,"25,000",Gasoline,Automatic,First,19.16,2400,158.20,5,"$35,098 "
Mercedes-Benz New C-Class 220,Chennai,2014,"25,000",Diesel,Manual,First,15.80,2200,170.00,5,"$36,501 "
Mercedes-Benz CLA 200 Sport Edition,Delhi,2016,"25,000",Gasoline,Automatic,First,15.04,2000,183.00,5,"$36,501 "
BMW Z4 2009-2013 35i,Delhi,2011,"25,000",Gasoline,Automatic,First,10.37,3000,306.00,2,"$42,117 "
Toyota Fortuner 4x4 AT,Delhi,2017,"25,000",Diesel,Automatic,First,12.55,3000,168.50,7,"$44,925 "
Audi Q5 2008-2012 3.0 TDI,Chennai,2014,"25,000",Diesel,Automatic,First,12.19,3000,236.00,5,"$61,772 "
Mercedes-Benz GLC 220d 4MATIC Sport,Mumbai,2017,"25,000",Diesel,Automatic,First,17.90,2200,170.00,5,"$63,176 "
BMW X6 xDrive 40d M Sport,Chennai,2016,"25,000",Diesel,Automatic,First,15.87,3000,308.43,5,"$84,234 "
Land Rover Range Rover 3.0 Diesel LWB Vogue,Hyderabad,2017,"25,000",Diesel,Automatic,First,13.33,3000,255.00,5,"$224,624 "
Maruti Baleno Alpha 1.2,Kochi,2017,"25,040",Gasoline,Manual,First,21.40,1200,83.10,5,"$10,866 "
Maruti Alto K10 VXI AGS,Hyderabad,2017,"25,058",Gasoline,Automatic,First,24.07,1000,67.10,5,"$5,545 "
Maruti Dzire AMT VDI,Coimbatore,2018,"25,082",Diesel,Automatic,First,28.40,1200,73.75,5,"$11,751 "
Maruti Baleno Delta 1.2,Coimbatore,2018,"25,093",Gasoline,Manual,First,21.40,1200,83.10,5,"$10,894 "
Ford Figo 2015-2019 1.2P Titanium Opt MT,Coimbatore,2017,"25,095",Gasoline,Manual,First,18.16,1200,86.80,5,"$9,097 "
Porsche Panamera Diesel,Kolkata,2015,"25,100",Diesel,Automatic,First,17.85,3000,300.00,4,"$105,293 "
Toyota Innova Crysta 2.4 VX MT,Mumbai,2016,"25,121",Diesel,Manual,First,13.68,2400,147.80,7,"$24,021 "
Hyundai Grand i10 CRDi Sportz,Kolkata,2014,"25,135",Diesel,Manual,First,24.00,1200,70.00,5,"$5,265 "
Maruti Ciaz 1.3 S,Coimbatore,2017,"25,142",Diesel,Manual,First,28.09,1200,88.50,5,"$11,596 "
Hyundai i20 Active 1.2 SX,Coimbatore,2018,"25,166",Gasoline,Manual,First,17.19,1200,81.86,5,"$11,540 "
Maruti Wagon R VXI BS IV,Pune,2015,"25,200",Gasoline,Manual,First,18.90,1000,67.10,5,"$4,703 "
Honda Jazz 1.2 SV i VTEC,Kochi,2016,"25,238",Gasoline,Manual,First,18.70,1200,88.70,5,"$8,704 "
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,"25,299",Diesel,Manual,First,24.30,1200,88.50,5,"$14,516 "
Hyundai Xcent 1.2 CRDi S,Jaipur,2018,"25,302",Diesel,Manual,First,25.40,1200,73.97,5,"$8,283 "
Hyundai EON D Lite Plus Option,Mumbai,2016,"25,350",Gasoline,Manual,First,21.10,800,55.20,5,"$3,580 "
Maruti Ciaz ZXi Option,Kochi,2016,"25,418",Gasoline,Manual,First,20.73,1400,91.20,5,"$9,954 "
Maruti Wagon R LXI,Mumbai,2014,"25,422",Gasoline,Manual,First,22.50,1000,67.04,5,"$4,563 "
Maruti Baleno Zeta 1.3,Coimbatore,2018,"25,433",Diesel,Manual,First,27.39,1200,74.00,5,"$10,993 "
Maruti Ciaz ZXi,Kolkata,2015,"25,470",Gasoline,Manual,First,20.73,1400,91.10,5,"$8,283 "
Tata Nano Twist XT,Bangalore,2014,"25,500",Gasoline,Manual,First,25.40,600,37.50,4,"$3,018 "
Hyundai i20 Sportz 1.4 CRDi,Kolkata,2013,"25,500",Diesel,Manual,First,21.90,1400,88.76,5,"$4,984 "
Hyundai i20 Sportz 1.4 CRDi,Delhi,2017,"25,500",Diesel,Manual,First,22.54,1400,88.73,5,"$9,827 "
Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2016,"25,500",Diesel,Automatic,First,21.50,1400,108.50,5,"$12,565 "
Mercedes-Benz New C-Class C 250 CDI Avantgarde,Coimbatore,2017,"25,559",Diesel,Automatic,First,19.71,2200,201.15,5,"$53,250 "
Maruti Celerio VXI,Kolkata,2016,"25,562",Gasoline,Manual,First,23.10,1000,67.04,5,"$4,914 "
Mercedes-Benz GLE 250d,Kochi,2017,"25,601",Diesel,Automatic,First,17.90,2200,201.15,5,"$79,643 "
Chevrolet Enjoy Petrol LS 7 Seater,Kochi,2015,"25,648",Gasoline,Manual,First,13.70,1400,98.82,7,"$6,023 "
Maruti Ciaz Zeta,Kochi,2018,"25,692",Gasoline,Manual,First,21.56,1400,103.25,5,"$13,969 "
Honda Amaze V CVT Petrol,Kochi,2019,"25,717",Gasoline,Automatic,First,19.00,1200,88.76,5,"$12,439 "
Maruti Wagon R LXI CNG,Mumbai,2013,"25,755",CNG,Manual,First,26.60,1000,58.16,5,"$4,422 "
Maruti Swift Dzire ZDI,Bangalore,2014,"25,789",Diesel,Manual,Second,23.40,1200,74.00,5,"$9,617 "
Maruti Zen Estilo 1.1 LX BSIII,Kochi,2011,"25,805",Gasoline,Manual,First,18.20,1000,64.00,5,"$3,678 "
Tata Nano Twist XT,Coimbatore,2015,"25,811",Gasoline,Manual,Second,25.40,600,37.50,4,"$2,990 "
Volkswagen Polo 1.2 MPI Comfortline,Coimbatore,2015,"25,845",Gasoline,Manual,First,16.47,1200,74.00,5,"$8,199 "
Maruti Baleno Zeta Automatic,Kochi,2018,"25,858",Gasoline,Automatic,First,21.40,1200,83.10,5,"$10,585 "
